kegg	kegg_ncbi	lastmajorreleaseaccession	similarity	assemblystatus	g	lineage	status
JAR	GCA_011100465.1	GCF_011100465.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca	OK
JEH	GCA_003955755.1	GCF_003955755.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca	OK
JDA	GCA_002005405.1	GCF_002005405.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca	OK
DPM	GCA_007197715.1	GCF_007197715.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Dolosigranulum	OK
CDJ	GCA_001703555.1	GCF_001703555.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium	OK
CARC	GCA_001483965.1	GCF_001483965.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium	OK
CAW	GCA_000493735.1	GCF_000493735.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium	OK
CML	GCA_000317975.2	GCF_000317975.2	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium	OK
CRN	GCA_000195575.1	GCF_000195575.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium	OK
ABAE	GCA_003546865.1	GCF_003546865.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Suicoccus	OK
AVS	GCA_001543285.1	GCF_001543285.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
AUH	GCA_001543245.1	GCF_001543245.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
AUN	GCA_001543175.1	GCF_001543175.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
ASAN	GCA_001543145.1	GCF_001543145.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
ACG	GCA_001543105.1	GCF_001543105.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
AUI	GCA_001518795.1	GCF_001518795.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
AUR	GCA_000193205.1	GCF_000193205.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	OK
ADC	GCA_013267415.1	GCF_013267415.1	identical	Complete Genome	Lactobacillales	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia	OK
XTW	GCA_003352785.1	GCF_003352785.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFH	GCA_001456315.1	GCF_001456315.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFL	GCA_000698825.1	GCF_000698825.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFS	GCA_000698805.1	GCF_000698805.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFF	GCA_000148405.1	GCF_000148405.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFN	GCA_000019765.1	GCF_000019765.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFM	GCA_000019325.1	GCF_000019325.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFT	GCA_000007245.1	GCF_000007245.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XFA	GCA_000006725.1	GCF_000006725.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	OK
XAN	GCA_003999525.1	GCF_003999525.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; unclassified Xanthomonas	OK
XCZ	GCA_009883735.1	GCF_009883735.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XHY	GCA_009769165.1	GCF_009769165.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XVA	GCA_003015715.1	GCF_003015715.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XHR	GCA_002285515.1	GCF_002285515.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XPE	GCA_001908855.1	GCF_001908855.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XGA	GCA_001908775.1	GCF_001908775.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XVE	GCA_001908725.1	GCF_001908725.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XFR	GCA_001705565.1	GCF_001705565.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XTN	GCA_001021935.1	GCF_001021935.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XAR	GCA_000972745.1	GCF_000972745.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XFU	GCA_000969685.1	GCF_000969685.2	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCF	GCA_000961275.1	GCF_000961275.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCW	GCA_000961255.1	GCF_000961255.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCR	GCA_000961235.1	GCF_000961235.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCM	GCA_000961215.1	GCF_000961215.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCN	GCA_000961195.1	GCF_000961195.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCJ	GCA_000961175.1	GCF_000961175.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCU	GCA_000961155.1	GCF_000961155.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XOY	GCA_000948075.1	GCF_000948075.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XOZ	GCA_000940825.1	GCF_000940825.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCT	GCA_000816885.1	GCF_000816885.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XSA	GCA_000815185.1	GCF_000815185.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCI	GCA_000349225.1	GCF_000349225.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XAO	GCA_000348585.1	GCF_000348585.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XAX	GCA_000225915.1	GCF_000225915.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCP	GCA_000221965.1	GCF_000221965.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XOR	GCA_000168315.3	GCF_000168315.3	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XAL	GCA_000087965.1	GCF_000087965.2	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCA	GCA_000070605.1	GCF_000070605.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XOP	GCA_000019585.2	GCF_000019585.2	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCB	GCA_000012105.1	GCF_000012105.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XOM	GCA_000010025.1	GCF_000010025.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCV	GCA_000009165.1	GCF_000009165.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XOO	GCA_000007385.1	GCF_000007385.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XAC	GCA_000007165.1	GCF_000007165.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
XCC	GCF_000007145.1	GCF_000007145.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	OK
THES	GCA_006337105.1	GCF_006337105.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Thermomonas; unclassified Thermomonas	OK
SMZ	GCA_000284595.1	GCF_000284595.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	OK
BUJ	GCA_000223885.1	GCF_000223885.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	OK
SML	GCA_000072485.1	GCF_000072485.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	OK
SMT	GCA_000020665.1	GCF_000020665.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group	OK
STES	GCA_004346925.1	GCF_004346925.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
STEM	GCA_002966815.1	GCF_002966815.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
STEN	GCA_002192255.1	GCF_002192255.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
SLM	GCA_001806305.1	GCF_001806305.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
SRH	GCA_001704155.1	GCF_001704155.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
STEK	GCA_001562215.1	GCF_001562215.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
SACZ	GCA_001314305.1	GCF_001314305.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas	OK
PSUW	GCA_000972865.1	GCF_000972865.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas	OK
PSD	GCA_000233915.4	GCF_000233915.3	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas	OK
PSU	GCA_000185965.1	GCF_000185965.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas	OK
XBC	GCA_004168365.1	GCF_004168365.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudolysobacter	OK
LYT	GCA_003367355.1	GCF_003367355.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; unclassified Lysobacter	OK
LSOL	GCA_009755585.1	GCF_009755585.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LYJ	GCA_006547045.1	GCF_006547045.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LUE	GCA_003293695.1	GCF_003293695.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LMB	GCA_003233695.1	GCF_003233695.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LGU	GCA_001442805.1	GCF_001442805.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LCP	GCA_001442785.1	GCF_001442785.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LAB	GCA_001442745.1	GCF_001442745.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LAQ	GCA_001442535.1	GCF_001442535.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	OK
LUG	GCA_007795095.1	GCF_007795095.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; unclassified Luteimonas	OK
LUM	GCA_002327105.1	GCF_002327105.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; unclassified Luteimonas	OK
LUS	GCA_004803715.2	GCF_004803715.2	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas	OK
RGL	GCA_008000795.1	GCF_008000795.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter	OK
RHD	GCA_000230695.3	GCF_000230695.2	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter	OK
LPY	GCA_006385595.1	GCF_006385595.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter	OK
LRZ	GCA_001887595.1	GCF_001887595.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter	OK
FAU	GCA_000242255.3	GCF_000242255.2	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Frateuria	OK
DYE	GCA_004114615.1	GCF_004114615.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dyella; unclassified Dyella	OK
DTX	GCA_001641285.1	GCF_001641285.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dyella	OK
DJA	GCA_000725385.1	GCF_000725385.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dyella	OK
DJI	GCA_000632805.1	GCF_000632805.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dyella	OK
DKO	GCA_001632775.1	GCF_001632775.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dokdonella	OK
XBA	GCA_003015185.1	GCF_003015185.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Ahniella	OK
RBD	GCA_003967035.1	GCF_003967035.1	identical	Complete Genome	GammaproteobacteriaXanthomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Aerosticca	OK
PSYR	GCA_000452705.3	GCF_000452705.1	identical	Complete Genome	GammaproteobacteriaPseudomonadales	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae	OK
